,Descriptive_Characters_Of_Fish_Eggs
187,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=541&GenusName=Anchoa&SpeciesName=trinitatis&fc=454&stockcode=557
188,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=542&GenusName=Anchoa&SpeciesName=walkeri&fc=454&stockcode=558
189,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=543&GenusName=Anchovia&SpeciesName=clupeoides&fc=454&stockcode=559
190,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=544&GenusName=Anchovia&SpeciesName=macrolepidota&fc=454&stockcode=560
191,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=546&GenusName=Anchovia&SpeciesName=surinamensis&fc=454&stockcode=562
192,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1665&GenusName=Anchoviella&SpeciesName=alleni&fc=454&stockcode=1858
193,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1667&GenusName=Anchoviella&SpeciesName=balboae&fc=454&stockcode=1860
194,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1668&GenusName=Anchoviella&SpeciesName=blackburni&fc=454&stockcode=1861
195,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1669&GenusName=Anchoviella&SpeciesName=brevirostris&fc=454&stockcode=1862
196,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1670&GenusName=Anchoviella&SpeciesName=carrikeri&fc=454&stockcode=1863
197,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1671&GenusName=Anchoviella&SpeciesName=cayennensis&fc=454&stockcode=1864
198,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1672&GenusName=Anchoviella&SpeciesName=elongata&fc=454&stockcode=1865
199,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1673&GenusName=Anchoviella&SpeciesName=guianensis&fc=454&stockcode=1866
200,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1674&GenusName=Anchoviella&SpeciesName=jamesi&fc=454&stockcode=1868
201,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=66498&GenusName=Anchoviella&SpeciesName=juruasanga&fc=454&stockcode=57214
202,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1675&GenusName=Anchoviella&SpeciesName=lepidentostole&fc=454&stockcode=1869
203,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1676&GenusName=Anchoviella&SpeciesName=manamensis&fc=454&stockcode=1870
204,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1677&GenusName=Anchoviella&SpeciesName=nattereri&fc=454&stockcode=1871
205,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=61555&GenusName=Anchoviella&SpeciesName=perezi&fc=454&stockcode=51370
206,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1678&GenusName=Anchoviella&SpeciesName=perfasciata&fc=454&stockcode=1872
207,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1679&GenusName=Anchoviella&SpeciesName=vaillanti&fc=454&stockcode=1873
208,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=58946&GenusName=Ancylopsetta&SpeciesName=antillarum&fc=514&stockcode=48668
209,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=7527&GenusName=Ancylopsetta&SpeciesName=cycloidea&fc=514&stockcode=7831
210,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=8225&GenusName=Ancylopsetta&SpeciesName=dendritica&fc=514&stockcode=8538
211,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=4205&GenusName=Ancylopsetta&SpeciesName=dilecta&fc=514&stockcode=4401
212,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=7528&GenusName=Ancylopsetta&SpeciesName=kumperae&fc=514&stockcode=7832
213,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=59553&GenusName=Ancylopsetta&SpeciesName=microctenus&fc=514&stockcode=49285
214,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=4206&GenusName=Ancylopsetta&SpeciesName=ommata&fc=514&stockcode=4402
215,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=59609&GenusName=Andamia&SpeciesName=amphibius&fc=392&stockcode=49576
216,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=67068&GenusName=Andamia&SpeciesName=cyclocheilus&fc=392&stockcode=58093
217,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=67069&GenusName=Andamia&SpeciesName=expansa&fc=392&stockcode=58094
218,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=53821&GenusName=Andamia&SpeciesName=heteroptera&fc=392&stockcode=44639
219,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=67070&GenusName=Andamia&SpeciesName=pacifica&fc=392&stockcode=58095
220,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=7750&GenusName=Andamia&SpeciesName=reyi&fc=392&stockcode=8060
221,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=23771&GenusName=Andamia&SpeciesName=tetradactylus&fc=392&stockcode=18893
222,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46569&GenusName=Andinoacara&SpeciesName=biseriatus&fc=349&stockcode=39233
223,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=28234&GenusName=Andinoacara&SpeciesName=coeruleopunctatus&fc=349&stockcode=38752
224,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=12271&GenusName=Andinoacara&SpeciesName=latifrons&fc=349&stockcode=12597
225,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=4727&GenusName=Andinoacara&SpeciesName=pulcher&fc=349&stockcode=4951
226,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=12209&GenusName=Andinoacara&SpeciesName=rivulatus&fc=349&stockcode=12535
227,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=35&GenusName=Anguilla&SpeciesName=anguilla&fc=49&stockcode=45
228,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=23599&GenusName=Anisochromis&SpeciesName=kenyae&fc=291&stockcode=18744
229,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=13701&GenusName=Anisotremus&SpeciesName=caesius&fc=327&stockcode=13767
230,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3568&GenusName=Anisotremus&SpeciesName=davidsonii&fc=327&stockcode=3764
231,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=8253&GenusName=Anisotremus&SpeciesName=interruptus&fc=327&stockcode=8566
232,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=57454&GenusName=Anisotremus&SpeciesName=moricandi&fc=327&stockcode=47002
233,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=8255&GenusName=Anisotremus&SpeciesName=scapularis&fc=327&stockcode=8568
234,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1123&GenusName=Anisotremus&SpeciesName=surinamensis&fc=327&stockcode=1139
235,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=13703&GenusName=Anisotremus&SpeciesName=taeniatus&fc=327&stockcode=13768
236,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1124&GenusName=Anisotremus&SpeciesName=virginicus&fc=327&stockcode=1140
237,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1619&GenusName=Anodontostoma&SpeciesName=chacunda&fc=43&stockcode=1812
238,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=8136&GenusName=Anomalochromis&SpeciesName=thomasi&fc=349&stockcode=8447
239,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=512&GenusName=Anoplopoma&SpeciesName=fimbria&fc=270&stockcode=528
240,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46412&GenusName=Antennablennius&SpeciesName=adenensis&fc=392&stockcode=39102
241,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=8042&GenusName=Antennablennius&SpeciesName=australis&fc=392&stockcode=8353
242,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=8041&GenusName=Antennablennius&SpeciesName=bifilum&fc=392&stockcode=8352
243,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=62867&GenusName=Antennablennius&SpeciesName=ceylonensis&fc=392&stockcode=52932
244,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46413&GenusName=Antennablennius&SpeciesName=hypenetes&fc=392&stockcode=39103
245,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46414&GenusName=Antennablennius&SpeciesName=simonyi&fc=392&stockcode=39104
246,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46415&GenusName=Antennablennius&SpeciesName=variopunctatus&fc=392&stockcode=39105
247,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=67071&GenusName=Antennablennius&SpeciesName=velifer&fc=392&stockcode=58096
248,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=11113&GenusName=Antennarius&SpeciesName=biocellatus&fc=192&stockcode=11440
249,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=7293&GenusName=Antennarius&SpeciesName=commerson&fc=192&stockcode=7584
250,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=8074&GenusName=Antennarius&SpeciesName=hispidus&fc=192&stockcode=8385
251,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=23738&GenusName=Antennarius&SpeciesName=indicus&fc=192&stockcode=18877
252,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=9259&GenusName=Antennarius&SpeciesName=maculatus&fc=192&stockcode=9581
253,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3084&GenusName=Antennarius&SpeciesName=multiocellatus&fc=192&stockcode=3280
254,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=5072&GenusName=Antennarius&SpeciesName=pardalis&fc=192&stockcode=5310
255,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3086&GenusName=Antennarius&SpeciesName=pauciradiatus&fc=192&stockcode=3282
256,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=10276&GenusName=Antennarius&SpeciesName=pictus&fc=192&stockcode=10599
257,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=7295&GenusName=Antennarius&SpeciesName=randalli&fc=192&stockcode=7586
258,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=5474&GenusName=Antennarius&SpeciesName=striatus&fc=192&stockcode=5751
259,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=11144&GenusName=Antennatus&SpeciesName=analis&fc=192&stockcode=11468
260,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=16680&GenusName=Antennatus&SpeciesName=bermudensis&fc=192&stockcode=15183
261,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=5402&GenusName=Antennatus&SpeciesName=coccineus&fc=192&stockcode=5661
262,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=7294&GenusName=Antennatus&SpeciesName=dorehensis&fc=192&stockcode=7585
263,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=27298&GenusName=Antennatus&SpeciesName=duescus&fc=192&stockcode=21362
264,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=28139&GenusName=Antennatus&SpeciesName=flagellatus&fc=192&stockcode=38712
265,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=59456&GenusName=Antennatus&SpeciesName=linearis&fc=192&stockcode=49189
266,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=5403&GenusName=Antennatus&SpeciesName=nummifer&fc=192&stockcode=5662
267,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=7296&GenusName=Antennatus&SpeciesName=rosaceus&fc=192&stockcode=7587
268,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=13451&GenusName=Antennatus&SpeciesName=sanguineus&fc=192&stockcode=13638
269,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=13455&GenusName=Antennatus&SpeciesName=strigatus&fc=192&stockcode=13639
270,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=11150&GenusName=Antennatus&SpeciesName=tuberosus&fc=192&stockcode=11474
271,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1692&GenusName=Anthias&SpeciesName=anthias&fc=289&stockcode=1889
272,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=8944&GenusName=Apagesoma&SpeciesName=delosommatus&fc=186&stockcode=9265
273,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=54225&GenusName=Apagesoma&SpeciesName=edentatum&fc=186&stockcode=44951
274,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=4834&GenusName=Aphanius&SpeciesName=fasciatus&fc=212&stockcode=5064
275,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=26500&GenusName=Aphanius&SpeciesName=mento&fc=212&stockcode=20781
276,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=646&GenusName=Aphanopus&SpeciesName=carbo&fc=415&stockcode=662
277,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=39&GenusName=Aphia&SpeciesName=minuta&fc=405&stockcode=49
278,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3064&GenusName=Aphredoderus&SpeciesName=sayanus&fc=177&stockcode=3260
279,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=26703&GenusName=Apistogramma&SpeciesName=agassizii&fc=349&stockcode=20868
280,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=11137&GenusName=Apistogramma&SpeciesName=amoena&fc=349&stockcode=11461
281,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=51778&GenusName=Apistogramma&SpeciesName=arua&fc=349&stockcode=43231
282,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=57506&GenusName=Apistogramma&SpeciesName=atahualpa&fc=349&stockcode=47082
283,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=13116&GenusName=Apistogramma&SpeciesName=bitaeniata&fc=349&stockcode=13424
284,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=11138&GenusName=Apistogramma&SpeciesName=borellii&fc=349&stockcode=11462
285,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46595&GenusName=Apistogramma&SpeciesName=brevis&fc=349&stockcode=39254
286,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=12282&GenusName=Apistogramma&SpeciesName=cacatuoides&fc=349&stockcode=12608
287,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46601&GenusName=Apistogramma&SpeciesName=caetei&fc=349&stockcode=39259
288,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=12283&GenusName=Apistogramma&SpeciesName=commbrae&fc=349&stockcode=12609
289,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=26692&GenusName=Apistogramma&SpeciesName=cruzi&fc=349&stockcode=20859
290,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46851&GenusName=Apistogramma&SpeciesName=diplotaenia&fc=349&stockcode=39461
291,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46608&GenusName=Apistogramma&SpeciesName=elizabethae&fc=349&stockcode=39263
292,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=26690&GenusName=Apistogramma&SpeciesName=eunotus&fc=349&stockcode=20857
293,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46615&GenusName=Apistogramma&SpeciesName=geisleri&fc=349&stockcode=39267
294,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46618&GenusName=Apistogramma&SpeciesName=gephyra&fc=349&stockcode=39271
295,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46624&GenusName=Apistogramma&SpeciesName=gibbiceps&fc=349&stockcode=39275
296,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46627&GenusName=Apistogramma&SpeciesName=gossei&fc=349&stockcode=39278
297,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=57504&GenusName=Apistogramma&SpeciesName=guttata&fc=349&stockcode=47080
298,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=52178&GenusName=Apistogramma&SpeciesName=hoignei&fc=349&stockcode=43451
299,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46633&GenusName=Apistogramma&SpeciesName=hongsloi&fc=349&stockcode=39283
300,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46648&GenusName=Apistogramma&SpeciesName=inconspicua&fc=349&stockcode=39296
301,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46650&GenusName=Apistogramma&SpeciesName=iniridae&fc=349&stockcode=39297
302,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=26699&GenusName=Apistogramma&SpeciesName=juruensis&fc=349&stockcode=21551
303,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=26698&GenusName=Apistogramma&SpeciesName=luelingi&fc=349&stockcode=20863
304,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46660&GenusName=Apistogramma&SpeciesName=macmasteri&fc=349&stockcode=39305
305,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46662&GenusName=Apistogramma&SpeciesName=meinkeni&fc=349&stockcode=39306
306,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=57505&GenusName=Apistogramma&SpeciesName=mendezi&fc=349&stockcode=47081
307,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=26697&GenusName=Apistogramma&SpeciesName=moae&fc=349&stockcode=20862
308,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46666&GenusName=Apistogramma&SpeciesName=norberti&fc=349&stockcode=39309
309,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46668&GenusName=Apistogramma&SpeciesName=ortmanni&fc=349&stockcode=39312
310,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=57507&GenusName=Apistogramma&SpeciesName=panduro&fc=349&stockcode=47083
311,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46673&GenusName=Apistogramma&SpeciesName=paucisquamis&fc=349&stockcode=39319
312,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=26701&GenusName=Apistogramma&SpeciesName=payaminonis&fc=349&stockcode=20865
313,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46675&GenusName=Apistogramma&SpeciesName=personata&fc=349&stockcode=39321
314,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=12286&GenusName=Apistogramma&SpeciesName=pertensis&fc=349&stockcode=12612
315,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46680&GenusName=Apistogramma&SpeciesName=piauiensis&fc=349&stockcode=39322
316,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46685&GenusName=Apistogramma&SpeciesName=pleurotaenia&fc=349&stockcode=39326
317,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46681&GenusName=Apistogramma&SpeciesName=pulchra&fc=349&stockcode=39324
318,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46687&GenusName=Apistogramma&SpeciesName=regani&fc=349&stockcode=39329
319,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46692&GenusName=Apistogramma&SpeciesName=resticulosa&fc=349&stockcode=39331
320,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46707&GenusName=Apistogramma&SpeciesName=steindachneri&fc=349&stockcode=39344
321,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46712&GenusName=Apistogramma&SpeciesName=trifasciata&fc=349&stockcode=39349
322,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=26694&GenusName=Apistogramma&SpeciesName=urteagai&fc=349&stockcode=20860
323,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46716&GenusName=Apistogramma&SpeciesName=viejita&fc=349&stockcode=39352
324,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=26705&GenusName=Apistogrammoides&SpeciesName=pucallpaensis&fc=349&stockcode=20870
325,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=9196&GenusName=Apletodon&SpeciesName=dentatus&fc=434&stockcode=9517
326,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=55289&GenusName=Aplocheilus&SpeciesName=blockii&fc=476&stockcode=45795
327,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=4690&GenusName=Aplocheilus&SpeciesName=lineatus&fc=476&stockcode=4908
328,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3799&GenusName=Apodichthys&SpeciesName=flavidus&fc=395&stockcode=3995
