,Species_with_Information_on_Predators
242,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=203&GenusName=Boops&SpeciesName=boops
243,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=319&GenusName=Boreogadus&SpeciesName=saida
244,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=11705&GenusName=Borostomias&SpeciesName=mononema
245,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=10320&GenusName=Bostockia&SpeciesName=porosa
246,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=59307&GenusName=Bovichtus&SpeciesName=argentinus
247,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=400&GenusName=Brachydeuterus&SpeciesName=auritus
248,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3625&GenusName=Brachyistius&SpeciesName=frenatus
249,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=391&GenusName=Brama&SpeciesName=brama
250,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3555&GenusName=Brama&SpeciesName=japonica
251,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3556&GenusName=Brama&SpeciesName=orcini
252,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3100&GenusName=Bregmaceros&SpeciesName=atlanticus
253,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=54789&GenusName=Bregmaceros&SpeciesName=bathymaster
254,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=56859&GenusName=Bregmaceros&SpeciesName=cantori
255,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=13130&GenusName=Bregmaceros&SpeciesName=lanceolatus
256,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=8421&GenusName=Bregmaceros&SpeciesName=mcclellandi
257,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=8422&GenusName=Bregmaceros&SpeciesName=nectabanus
258,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1587&GenusName=Brevoortia&SpeciesName=aurea
259,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1589&GenusName=Brevoortia&SpeciesName=patronus
260,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1592&GenusName=Brevoortia&SpeciesName=tyrannus
261,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=51&GenusName=Brosme&SpeciesName=brosme
262,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7297&GenusName=Brotula&SpeciesName=multibarbata
263,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5238&GenusName=Brycinus&SpeciesName=imberi
264,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=11874&GenusName=Brycinus&SpeciesName=lateralis
265,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5234&GenusName=Brycinus&SpeciesName=longipinnis
266,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5240&GenusName=Brycinus&SpeciesName=macrolepidotus
267,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5235&GenusName=Brycinus&SpeciesName=nurse
268,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=52&GenusName=Buenia&SpeciesName=jeffreysii
269,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=53&GenusName=Buglossidium&SpeciesName=luteum
270,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=918&GenusName=Caesio&SpeciesName=caerulaurea
271,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=17048&GenusName=Caffrogobius&SpeciesName=agulhensis
272,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1229&GenusName=Calamus&SpeciesName=proridens
273,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=9081&GenusName=Callechelys&SpeciesName=leucoptera
274,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=55180&GenusName=Callionymus&SpeciesName=curvicornis
275,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=23&GenusName=Callionymus&SpeciesName=lyra
276,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1807&GenusName=Callionymus&SpeciesName=maculatus
277,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=22&GenusName=Callionymus&SpeciesName=reticulatus
278,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1784&GenusName=Callionymus&SpeciesName=risso
279,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=25831&GenusName=Callionymus&SpeciesName=valenciennei
280,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=23655&GenusName=Callogobius&SpeciesName=tanegasimae
281,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1082&GenusName=Cantherhines&SpeciesName=pullus
282,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4278&GenusName=Canthidermis&SpeciesName=maculata
283,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4279&GenusName=Canthidermis&SpeciesName=sufflamen
284,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7844&GenusName=Canthigaster&SpeciesName=jactator
285,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=12778&GenusName=Canthigaster&SpeciesName=margaritata
286,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4291&GenusName=Canthigaster&SpeciesName=rostrata
287,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=22833&GenusName=Capoetobrama&SpeciesName=kuschakewitschi
288,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2262&GenusName=Caprichromis&SpeciesName=liemi
289,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=54&GenusName=Capros&SpeciesName=aper
290,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1913&GenusName=Carangoides&SpeciesName=bartholomaei
291,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1905&GenusName=Carangoides&SpeciesName=gymnostethus
292,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1900&GenusName=Caranx&SpeciesName=caballus
293,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1901&GenusName=Caranx&SpeciesName=caninus
294,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1933&GenusName=Caranx&SpeciesName=crysos
295,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=71&GenusName=Caranx&SpeciesName=hippos
296,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1895&GenusName=Caranx&SpeciesName=ignobilis
297,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1935&GenusName=Caranx&SpeciesName=latus
298,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1906&GenusName=Caranx&SpeciesName=melampygus
299,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=6360&GenusName=Caranx&SpeciesName=papuensis
300,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1918&GenusName=Caranx&SpeciesName=ruber
301,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1917&GenusName=Caranx&SpeciesName=sexfasciatus
302,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1919&GenusName=Caranx&SpeciesName=vinctus
303,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=271&GenusName=Carassius&SpeciesName=auratus
304,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=270&GenusName=Carassius&SpeciesName=carassius
305,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=6376&GenusName=Carassius&SpeciesName=gibelio
306,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=861&GenusName=Carcharhinus&SpeciesName=amblyrhynchos
307,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=865&GenusName=Carcharhinus&SpeciesName=brevipinna
308,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=873&GenusName=Carcharhinus&SpeciesName=leucas
309,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=878&GenusName=Carcharhinus&SpeciesName=obscurus
310,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=884&GenusName=Carcharhinus&SpeciesName=sorrah
311,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=24127&GenusName=Careproctus&SpeciesName=cypselurus
312,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=24126&GenusName=Careproctus&SpeciesName=furcellus
313,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4179&GenusName=Careproctus&SpeciesName=melanurus
314,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=15500&GenusName=Careproctus&SpeciesName=reinhardti
315,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=24142&GenusName=Careproctus&SpeciesName=roseofuscus
316,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=51484&GenusName=Careproctus&SpeciesName=zachirus
317,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=11831&GenusName=Caristius&SpeciesName=macropus
318,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2957&GenusName=Carpiodes&SpeciesName=carpio
319,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=51595&GenusName=Cathorops&SpeciesName=arenatus
320,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=960&GenusName=Cathorops&SpeciesName=spixii
321,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2962&GenusName=Catostomus&SpeciesName=catostomus
322,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2965&GenusName=Catostomus&SpeciesName=commersonii
323,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2966&GenusName=Catostomus&SpeciesName=discobolus
324,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2970&GenusName=Catostomus&SpeciesName=latipinnis
325,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2972&GenusName=Catostomus&SpeciesName=macrocheilus
326,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1704&GenusName=Centracanthus&SpeciesName=cirrus
327,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3363&GenusName=Centrarchus&SpeciesName=macropterus
328,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=10667&GenusName=Centroberyx&SpeciesName=spinosus
329,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=654&GenusName=Centrophorus&SpeciesName=tessellatus
330,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=6384&GenusName=Centropogon&SpeciesName=australis
331,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3317&GenusName=Centropristis&SpeciesName=philadelphica
332,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=361&GenusName=Centropristis&SpeciesName=striata
333,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3607&GenusName=Centropyge&SpeciesName=argi
334,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7812&GenusName=Centropyge&SpeciesName=potteri
335,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=6445&GenusName=Cephalopholis&SpeciesName=cyanostigma
336,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=8816&GenusName=Cephalopholis&SpeciesName=fulva
337,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=56&GenusName=Cepola&SpeciesName=macrophthalma
338,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=10480&GenusName=Cepola&SpeciesName=schlegelii
339,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7142&GenusName=Ceratias&SpeciesName=tentaculatus
340,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=621&GenusName=Ceratoscopelus&SpeciesName=maderensis
341,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2731&GenusName=Ceratoscopelus&SpeciesName=townsendi
342,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=6981&GenusName=Ceratoscopelus&SpeciesName=warmingii
343,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=547&GenusName=Cetengraulis&SpeciesName=edentulus
344,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=90&GenusName=Cetorhinus&SpeciesName=maximus
345,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=473&GenusName=Chaenocephalus&SpeciesName=aceratus
346,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=478&GenusName=Chaenodraco&SpeciesName=wilsoni
347,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3713&GenusName=Chaenopsis&SpeciesName=ocellata
348,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1024&GenusName=Chaetodipterus&SpeciesName=faber
349,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=8013&GenusName=Chaetodon&SpeciesName=marleyi
350,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5566&GenusName=Chaetodon&SpeciesName=melannotus
351,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=23699&GenusName=Chaeturichthys&SpeciesName=stigmatias
352,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=474&GenusName=Champsocephalus&SpeciesName=gunnari
353,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2249&GenusName=Champsochromis&SpeciesName=caeruleus
354,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=10296&GenusName=Champsodon&SpeciesName=capensis
355,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=23513&GenusName=Champsodon&SpeciesName=snyderi
356,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5147&GenusName=Channa&SpeciesName=punctata
357,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=477&GenusName=Channichthys&SpeciesName=rhinoceratus
358,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=46610&GenusName=Chanodichthys&SpeciesName=dabryi
359,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4635&GenusName=Chanodichthys&SpeciesName=erythropterus
360,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=80&GenusName=Chanos&SpeciesName=chanos
361,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2984&GenusName=Chasmistes&SpeciesName=liorus
362,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3754&GenusName=Chasmodes&SpeciesName=bosquianus
363,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2714&GenusName=Chauliodus&SpeciesName=macouni
364,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5480&GenusName=Chauliodus&SpeciesName=schmidti
365,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1786&GenusName=Chauliodus&SpeciesName=sloani
366,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=8236&GenusName=Chaunax&SpeciesName=abei
367,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=14410&GenusName=Cheilodactylus&SpeciesName=nigripes
368,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=25446&GenusName=Cheilodactylus&SpeciesName=pixi
369,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5482&GenusName=Cheilodipterus&SpeciesName=quinquelineatus
370,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7695&GenusName=Cheilopogon&SpeciesName=cyanopterus
371,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1027&GenusName=Cheilopogon&SpeciesName=exsiliens
372,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1028&GenusName=Cheilopogon&SpeciesName=furcatus
373,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1029&GenusName=Cheilopogon&SpeciesName=heterurus
374,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1030&GenusName=Cheilopogon&SpeciesName=melanurus
375,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=13682&GenusName=Cheilopogon&SpeciesName=pinnatibarbatus+californicus
376,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3580&GenusName=Cheilotrema&SpeciesName=saturnum
377,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=444&GenusName=Cheimerius&SpeciesName=nufar
378,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5504&GenusName=Chelidonichthys&SpeciesName=capensis
379,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=44&GenusName=Chelidonichthys&SpeciesName=cuculus
380,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1366&GenusName=Chelidonichthys&SpeciesName=lucerna
381,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7948&GenusName=Chelidonichthys&SpeciesName=queketti
382,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1735&GenusName=Chelon&SpeciesName=auratus
383,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5115&GenusName=Chelon&SpeciesName=dumerili
384,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2499&GenusName=Chelon&SpeciesName=labrosus
385,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4583&GenusName=Chelon&SpeciesName=ramada
386,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5146&GenusName=Chelon&SpeciesName=richardsonii
387,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1736&GenusName=Chelon&SpeciesName=saliens
388,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=13926&GenusName=Cherublemma&SpeciesName=emmelas
389,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=10192&GenusName=Chiasmodon&SpeciesName=niger
390,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3107&GenusName=Chilara&SpeciesName=taylori
391,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=57956&GenusName=Chilomycterus&SpeciesName=spinosus+spinosus
392,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2503&GenusName=Chimaera&SpeciesName=monstrosa
393,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7109&GenusName=Chionodraco&SpeciesName=hamatus
394,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=6358&GenusName=Chirocentrus&SpeciesName=dorab
395,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7654&GenusName=Chirodactylus&SpeciesName=brachydactylus
396,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1808&GenusName=Chlorophthalmus&SpeciesName=agassizi
397,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=10415&GenusName=Chlorophthalmus&SpeciesName=albatrossis
398,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=10704&GenusName=Chlorophthalmus&SpeciesName=nigromarginatus
399,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=385&GenusName=Chloroscombrus&SpeciesName=chrysurus
400,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1937&GenusName=Chloroscombrus&SpeciesName=orqueta
401,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5556&GenusName=Chlorurus&SpeciesName=sordidus
402,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=6926&GenusName=Choerodon&SpeciesName=robustus
403,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3061&GenusName=Chologaster&SpeciesName=cornuta
404,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4878&GenusName=Chondrostoma&SpeciesName=nasus
405,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=23222&GenusName=Chorisochismus&SpeciesName=dentex
406,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3151&GenusName=Chriodorus&SpeciesName=atherinoides
407,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5450&GenusName=Chromis&SpeciesName=atripectoralis
408,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1706&GenusName=Chromis&SpeciesName=chromis
409,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=11859&GenusName=Chromis&SpeciesName=crusma
410,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3642&GenusName=Chromis&SpeciesName=cyanea
411,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=11861&GenusName=Chromis&SpeciesName=dimidiata
412,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=11868&GenusName=Chromis&SpeciesName=limbata
413,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1121&GenusName=Chromis&SpeciesName=multilineata
414,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3646&GenusName=Chromis&SpeciesName=punctipinnis
415,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5677&GenusName=Chromis&SpeciesName=ternatensis
416,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5679&GenusName=Chromis&SpeciesName=viridis
417,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2927&GenusName=Chrosomus&SpeciesName=eos
418,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2443&GenusName=Chrysichthys&SpeciesName=auratus
419,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5486&GenusName=Chrysiptera&SpeciesName=rollandi
420,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5528&GenusName=Chrysoblephus&SpeciesName=anglicus
421,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5530&GenusName=Chrysoblephus&SpeciesName=puniceus
422,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3613&GenusName=Cichlasoma&SpeciesName=bimaculatum
423,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1290&GenusName=Ciliata&SpeciesName=mustela
