,Length_Weight_Parameters
217,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=7198&GenusName=Amblygobius&SpeciesName=phalaena&fc=405
218,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=13619&GenusName=Amblypharyngodon&SpeciesName=melettinus&fc=122
219,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=24301&GenusName=Amblypharyngodon&SpeciesName=mola&fc=122
220,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2565&GenusName=Amblyraja&SpeciesName=radiata&fc=19
221,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=7992&GenusName=Amblyrhynchichthys&SpeciesName=truncatus&fc=122
222,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=8071&GenusName=Amblyrhynchotes&SpeciesName=honckenii&fc=448
223,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3018&GenusName=Ameiurus&SpeciesName=catus&fc=129
224,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=291&GenusName=Ameiurus&SpeciesName=melas&fc=129
225,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3021&GenusName=Ameiurus&SpeciesName=natalis&fc=129
226,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3022&GenusName=Ameiurus&SpeciesName=nebulosus&fc=129
227,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3023&GenusName=Ameiurus&SpeciesName=platycephalus&fc=129
228,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2600&GenusName=Amia&SpeciesName=calva&fc=35
229,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=13009&GenusName=Amioides&SpeciesName=polyacanthus&fc=304
230,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3820&GenusName=Ammodytes&SpeciesName=americanus&fc=402
231,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3821&GenusName=Ammodytes&SpeciesName=dubius&fc=402
232,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=37&GenusName=Ammodytes&SpeciesName=marinus&fc=402
233,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=487&GenusName=Ammodytes&SpeciesName=personatus&fc=402
234,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=38&GenusName=Ammodytes&SpeciesName=tobianus&fc=402
235,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=14925&GenusName=Amniataba&SpeciesName=percoides&fc=299
236,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=954&GenusName=Amphiarius&SpeciesName=phrygiatus&fc=145
237,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=957&GenusName=Amphiarius&SpeciesName=rugispinis&fc=145
238,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=9407&GenusName=Amphilius&SpeciesName=jacksonii&fc=136
239,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=8381&GenusName=Amphilius&SpeciesName=natalensis&fc=136
240,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4786&GenusName=Amphilophus&SpeciesName=citrinellus&fc=349
241,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=11959&GenusName=Amphiprion&SpeciesName=akindynos&fc=350
242,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=11837&GenusName=Amphiprion&SpeciesName=bicinctus&fc=350
243,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4551&GenusName=Amphiprion&SpeciesName=chrysopterus&fc=350
244,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5448&GenusName=Amphiprion&SpeciesName=clarkii&fc=350
245,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4654&GenusName=Amphiprion&SpeciesName=melanopus&fc=350
246,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=6509&GenusName=Amphiprion&SpeciesName=ocellaris&fc=350
247,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4655&GenusName=Amphiprion&SpeciesName=tricinctus&fc=350
248,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3622&GenusName=Amphistichus&SpeciesName=argenteus&fc=348
249,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3624&GenusName=Amphistichus&SpeciesName=rhodoterus&fc=348
250,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=495&GenusName=Anabas&SpeciesName=testudineus&fc=426
251,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=7379&GenusName=Anableps&SpeciesName=anableps&fc=214
252,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4769&GenusName=Anablepsoides&SpeciesName=hartii&fc=601
253,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=49760&GenusName=Anablepsoides&SpeciesName=igneus&fc=601
254,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=49772&GenusName=Anablepsoides&SpeciesName=lungi&fc=601
255,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5622&GenusName=Anampses&SpeciesName=melanurus&fc=362
256,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4893&GenusName=Anampses&SpeciesName=twistii&fc=362
257,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3810&GenusName=Anarhichas&SpeciesName=denticulatus&fc=396
258,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2501&GenusName=Anarhichas&SpeciesName=lupus&fc=396
259,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3811&GenusName=Anarhichas&SpeciesName=minor&fc=396
260,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3812&GenusName=Anarhichas&SpeciesName=orientalis&fc=396
261,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=54739&GenusName=Ancherythroculter&SpeciesName=kurematsui&fc=122
262,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=926&GenusName=Anchoa&SpeciesName=filifera&fc=454
263,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1133&GenusName=Anchoa&SpeciesName=hepsetus&fc=454
264,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1127&GenusName=Anchoa&SpeciesName=ischana&fc=454
265,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=435&GenusName=Anchoa&SpeciesName=januaria&fc=454
266,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=931&GenusName=Anchoa&SpeciesName=lucida&fc=454
267,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1132&GenusName=Anchoa&SpeciesName=lyolepis&fc=454
268,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=925&GenusName=Anchoa&SpeciesName=marinii&fc=454
269,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=545&GenusName=Anchoa&SpeciesName=mitchilli&fc=454
270,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=730&GenusName=Anchoa&SpeciesName=mundeola&fc=454
271,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1163&GenusName=Anchoa&SpeciesName=nasus&fc=454
272,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=534&GenusName=Anchoa&SpeciesName=panamensis&fc=454
273,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=535&GenusName=Anchoa&SpeciesName=parva&fc=454
274,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=538&GenusName=Anchoa&SpeciesName=spinifer&fc=454
275,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=540&GenusName=Anchoa&SpeciesName=tricolor&fc=454
276,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=543&GenusName=Anchovia&SpeciesName=clupeoides&fc=454
277,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=544&GenusName=Anchovia&SpeciesName=macrolepidota&fc=454
278,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=546&GenusName=Anchovia&SpeciesName=surinamensis&fc=454
279,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1673&GenusName=Anchoviella&SpeciesName=guianensis&fc=454
280,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1675&GenusName=Anchoviella&SpeciesName=lepidentostole&fc=454
281,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=50239&GenusName=Ancistrus&SpeciesName=brevipinnis&fc=157
282,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=50047&GenusName=Ancistrus&SpeciesName=marcapatae&fc=157
283,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=50303&GenusName=Ancistrus&SpeciesName=multispinis&fc=157
284,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=51577&GenusName=Ancistrus&SpeciesName=ranunculus&fc=157
285,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=50310&GenusName=Ancistrus&SpeciesName=taunayi&fc=157
286,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=8225&GenusName=Ancylopsetta&SpeciesName=dendritica&fc=514
287,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=12271&GenusName=Andinoacara&SpeciesName=latifrons&fc=349
288,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=16123&GenusName=Anematichthys&SpeciesName=repasson&fc=122
289,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=35&GenusName=Anguilla&SpeciesName=anguilla&fc=49
290,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=297&GenusName=Anguilla&SpeciesName=australis&fc=49
291,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=11878&GenusName=Anguilla&SpeciesName=dieffenbachii&fc=49
292,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=295&GenusName=Anguilla&SpeciesName=japonica&fc=49
293,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1273&GenusName=Anguilla&SpeciesName=labiata&fc=49
294,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5426&GenusName=Anguilla&SpeciesName=malgumora&fc=49
295,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1275&GenusName=Anguilla&SpeciesName=marmorata&fc=49
296,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1276&GenusName=Anguilla&SpeciesName=mossambica&fc=49
297,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=7511&GenusName=Anguilla&SpeciesName=obscura&fc=49
298,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=296&GenusName=Anguilla&SpeciesName=rostrata&fc=49
299,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3568&GenusName=Anisotremus&SpeciesName=davidsonii&fc=327
300,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=8253&GenusName=Anisotremus&SpeciesName=interruptus&fc=327
301,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=8255&GenusName=Anisotremus&SpeciesName=scapularis&fc=327
302,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1123&GenusName=Anisotremus&SpeciesName=surinamensis&fc=327
303,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1124&GenusName=Anisotremus&SpeciesName=virginicus&fc=327
304,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1619&GenusName=Anodontostoma&SpeciesName=chacunda&fc=43
305,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=51222&GenusName=Anodus&SpeciesName=elongatus&fc=113
306,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=57979&GenusName=Anodus&SpeciesName=orinocensis&fc=113
307,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2308&GenusName=Anoplogaster&SpeciesName=cornuta&fc=239
308,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=512&GenusName=Anoplopoma&SpeciesName=fimbria&fc=270
309,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=25636&GenusName=Anostomoides&SpeciesName=laticeps&fc=559
310,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=27835&GenusName=Anostomus&SpeciesName=brevior&fc=559
311,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=60529&GenusName=Anotopterus&SpeciesName=nikparini&fc=172
312,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=8042&GenusName=Antennablennius&SpeciesName=australis&fc=392
313,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5402&GenusName=Antennatus&SpeciesName=coccineus&fc=192
314,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1692&GenusName=Anthias&SpeciesName=anthias&fc=289
315,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3258&GenusName=Antigonia&SpeciesName=capros&fc=252
316,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3259&GenusName=Antigonia&SpeciesName=combatia&fc=252
317,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2006&GenusName=Antimora&SpeciesName=microlepis&fc=180
318,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2005&GenusName=Antimora&SpeciesName=rostrata&fc=180
319,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4922&GenusName=Anyperodon&SpeciesName=leucogrammicus&fc=289
320,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=23432&GenusName=Apareiodon&SpeciesName=affinis&fc=603
321,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=52505&GenusName=Apareiodon&SpeciesName=ibitiensis&fc=603
322,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=28259&GenusName=Apareiodon&SpeciesName=piracicabae&fc=603
323,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=52506&GenusName=Apareiodon&SpeciesName=vittatus&fc=603
324,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=10452&GenusName=Aphanius&SpeciesName=anatoliae&fc=212
325,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=66618&GenusName=Aphanius&SpeciesName=arakensis&fc=212
326,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=10455&GenusName=Aphanius&SpeciesName=asquamatus&fc=212
327,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=67327&GenusName=Aphanius&SpeciesName=darabensis&fc=212
328,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4813&GenusName=Aphanius&SpeciesName=dispar&fc=212
329,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=55335&GenusName=Aphanius&SpeciesName=farsicus&fc=212
330,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4834&GenusName=Aphanius&SpeciesName=fasciatus&fc=212
331,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=67395&GenusName=Aphanius&SpeciesName=furcatus&fc=212
332,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=49466&GenusName=Aphanius&SpeciesName=ginaonis&fc=212
333,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4876&GenusName=Aphanius&SpeciesName=iberus&fc=212
334,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=63021&GenusName=Aphanius&SpeciesName=isfahanensis&fc=212
335,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=67328&GenusName=Aphanius&SpeciesName=kavirensis&fc=212
336,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=67777&GenusName=Aphanius&SpeciesName=marassantensis&fc=212
337,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=66492&GenusName=Aphanius&SpeciesName=pluristriatus&fc=212
338,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=67393&GenusName=Aphanius&SpeciesName=shirini&fc=212
339,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=49469&GenusName=Aphanius&SpeciesName=sophiae&fc=212
340,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=49822&GenusName=Aphanius&SpeciesName=splendens&fc=212
341,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=49824&GenusName=Aphanius&SpeciesName=sureyanus&fc=212
342,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=49825&GenusName=Aphanius&SpeciesName=transgrediens&fc=212
343,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=62012&GenusName=Aphanius&SpeciesName=villwocki&fc=212
344,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=49470&GenusName=Aphanius&SpeciesName=vladykovi&fc=212
345,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=646&GenusName=Aphanopus&SpeciesName=carbo&fc=415
346,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=8540&GenusName=Aphanopus&SpeciesName=intermedius&fc=415
347,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=48973&GenusName=Aphanotorulus&SpeciesName=unicolor&fc=157
348,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=81&GenusName=Aphareus&SpeciesName=furca&fc=323
349,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=83&GenusName=Aphareus&SpeciesName=rutilans&fc=323
350,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=39&GenusName=Aphia&SpeciesName=minuta&fc=405
351,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3064&GenusName=Aphredoderus&SpeciesName=sayanus&fc=177
352,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=27667&GenusName=Aphyocharax&SpeciesName=dentatus&fc=102
353,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=54893&GenusName=Aphyocypris&SpeciesName=normalis&fc=122
354,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=9793&GenusName=Aphyosemion&SpeciesName=splendopleure&fc=642
355,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=8150&GenusName=Apionichthys&SpeciesName=dumerili&fc=516
356,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=26690&GenusName=Apistogramma&SpeciesName=eunotus&fc=349
357,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=6383&GenusName=Apistus&SpeciesName=carinatus&fc=576
358,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=47003&GenusName=Aplodactylus&SpeciesName=arctidens&fc=354
359,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=12909&GenusName=Aplodactylus&SpeciesName=punctatus&fc=354
360,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3577&GenusName=Aplodinotus&SpeciesName=grunniens&fc=331
361,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=13535&GenusName=Apocryptes&SpeciesName=bato&fc=405
362,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5752&GenusName=Apogon&SpeciesName=coccineus&fc=304
363,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1693&GenusName=Apogon&SpeciesName=imberbis&fc=304
364,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3526&GenusName=Apogon&SpeciesName=maculatus&fc=304
365,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=25508&GenusName=Apogon&SpeciesName=pacificus&fc=304
366,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3530&GenusName=Apogon&SpeciesName=pseudomaculatus&fc=304
367,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=46598&GenusName=Apogon&SpeciesName=retrosella&fc=304
368,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5749&GenusName=Apogonichthyoides&SpeciesName=melas&fc=304
369,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=8012&GenusName=Apogonichthyoides&SpeciesName=nigripinnis&fc=304
370,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=12658&GenusName=Apogonichthyoides&SpeciesName=timorensis&fc=304
371,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=7811&GenusName=Apolemichthys&SpeciesName=arcuatus&fc=460
372,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=10940&GenusName=Apolemichthys&SpeciesName=xanthotis&fc=460
373,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=14996&GenusName=Aporops&SpeciesName=bilinearis&fc=289
374,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=84&GenusName=Aprion&SpeciesName=virescens&fc=323
375,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=58251&GenusName=Apristurus&SpeciesName=pinguis&fc=703
376,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=85&GenusName=Apsilus&SpeciesName=dentatus&fc=323
377,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=86&GenusName=Apsilus&SpeciesName=fuscus&fc=323
378,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=12220&GenusName=Apteronotus&SpeciesName=albifrons&fc=545
379,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=61539&GenusName=Apteronotus&SpeciesName=eschmeyeri&fc=545
380,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=48015&GenusName=Apteronotus&SpeciesName=mariae&fc=545
381,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4177&GenusName=Aptocyclus&SpeciesName=ventricosus&fc=284
382,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=15384&GenusName=Aptychotrema&SpeciesName=rostrata&fc=712
383,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=54808&GenusName=Arabibarbus&SpeciesName=grypus&fc=122
384,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2076&GenusName=Arapaima&SpeciesName=gigas&fc=628
385,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=67056&GenusName=Archolaemus&SpeciesName=janeae&fc=548
386,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3362&GenusName=Archoplites&SpeciesName=interruptus&fc=302
387,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=441&GenusName=Archosargus&SpeciesName=probatocephalus&fc=330
388,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1219&GenusName=Archosargus&SpeciesName=rhomboidalis&fc=330
389,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=463&GenusName=Arctoscopus&SpeciesName=japonicus&fc=365
